Collection,Location,Box,Folder,Series,Subseries,Description
Regula,01-7-35-01-03-0-1,3,30,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, bill and amendments, 2008."
Regula,01-7-35-01-03-0-1,3,31,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, DHL/UPS proposed transaction, 2008."
Regula,01-7-35-01-03-0-1,3,32,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, National Crime Prevention Council, grant funding for, 2008."
Regula,01-7-35-01-03-0-1,3,33,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, Manufacturing Extension Partnership, funding for, 2008."
Regula,01-7-35-01-03-0-1,3,34,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, NASA budget, 2008."
Regula,01-7-35-01-03-0-1,3,35,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, Ohio Attorney General, program funding, 2008."
Regula,01-7-35-01-03-0-1,3,36,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, issues, Regional Information Sharing Systems Program, funding for, 2008."
Regula,01-7-35-01-03-0-1,3,37,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, requests by RR, 2008."
Regula,01-7-35-01-03-0-1,3,38,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, All Kids Count, 2008."
Regula,01-7-35-01-03-0-1,3,39,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, Brunswick City School District, security update, 2008."
Regula,01-7-35-01-03-0-1,3,40,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, Community Mediation Center for Stark County (Ohio), 2008."
Regula,01-7-35-01-03-0-1,3,41,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, Jason Projects, 2008."
Regula,01-7-35-01-03-0-1,3,42,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, National Council of Juvenile and Family Court Judges, 2008."
Regula,01-7-35-01-03-0-1,3,43,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, National Inventors Hall of Fame, 2008."
Regula,01-7-35-01-03-0-1,3,44,Appropriations Committee,"Science, State, Justice & Commerce Subcommittee","Budget for FY09, projects, Stark County (Ohio) Sheriff, disaster recovery planning, 2008."
Regula,01-7-35-01-04-0-1,4,1,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 1:  Justification of the Budget Estimates for FY96, Department of Commerce, 1995."
Regula,01-7-35-01-04-0-1,4,2,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 2:  Justification of the Budget Estimates for FY96, Department of Justice, 1995."
Regula,01-7-35-01-04-0-1,4,3,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 3:  Justification of the Budget Estimates for FY96, Department of State, Maritime Administration, and the Judiciary, 1995."
Regula,01-7-35-01-04-0-1,4,4,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 4:  Justification of the Budget Estimates for FY96, various agencies and commissions, 1995."
Regula,01-7-35-01-04-0-1,4,5,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 5:  Justification of the Budget Estimates for FY96, testimony of department heads, 1995."
Regula,01-7-35-01-04-0-1,4,6,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 6:  Justification of the Budget Estimates for FY96, reviews of policies and programs, 1995."
Regula,01-7-35-01-04-0-1,4,7,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 7:  Justification of the Budget Estimates for FY96, reviews of policies and programs, 1995."
Regula,01-7-35-01-04-0-1,4,8,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 8:  Justification of the Budget Estimates for FY96, reviews of policies and programs, 1995."
Regula,01-7-35-01-04-0-1,4,9,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 9:  Justification of the Budget Estimates for FY96, testimony from various commissions, 1995."
Regula,01-7-35-01-04-0-1,4,10,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 104th Congress, 1st Session, Part 10:  Justification of the Budget Estimates for FY96, testimony from members and public witnesses, 1995."
Regula,01-7-35-01-04-0-1,4,11,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 5:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-04-0-1,4,12,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 6:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-04-0-1,4,13,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 7:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-04-0-1,4,14,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 8:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-04-0-1,4,15,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 9:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-04-0-1,4,16,Appropriations Committee,"Commerce, Justice, State & Judiciary Subcommittee","Hearings (printed volumes) - 108th Congress, 2nd Session, Part 10:  Justification of the Budget Estimates for FY05, testimony, 2004."
Regula,01-7-35-01-05-0-1,5,1,Appropriations Committee,Defense Subcommittee,"Budget for FY00, bill, 1999."
Regula,01-7-35-01-05-0-1,5,2,Appropriations Committee,Defense Subcommittee,"Budget for FY00, committee report, 1999."
Regula,01-7-35-01-05-0-1,5,3,Appropriations Committee,Defense Subcommittee,"Budget for FY00, committee report on military construction, 1999."
Regula,01-7-35-01-05-0-1,5,4,Appropriations Committee,Defense Subcommittee,"Budget for FY00, conference report and related documents, 1999."
Regula,01-7-35-01-05-0-1,5,5,Appropriations Committee,Defense Subcommittee,"Budget for FY00, Congressional Research Service report, 1999."
Regula,01-7-35-01-05-0-1,5,6,Appropriations Committee,Defense Subcommittee,"Budget for FY00, issues, Domestic Source Restrictions on Shipyard Cranes, 2000."
Regula,01-7-35-01-05-0-1,5,7,Appropriations Committee,Defense Subcommittee,"Budget for FY00, issues, Environmental Exemptions on Military Installations, 1999."
Regula,01-7-35-01-05-0-1,5,8,Appropriations Committee,Defense Subcommittee,"Budget for FY00, issues, F-22 Raptor Funding, 1999."
Regula,01-7-35-01-05-0-1,5,9,Appropriations Committee,Defense Subcommittee,"Budget for FY00, issues, Helicopter Safety, 1999-2000."
Regula,01-7-35-01-05-0-1,5,10,Appropriations Committee,Defense Subcommittee,"Budget for FY00, issues, U.S.S. Indianapolis Presidential Unit Citation, 1999."
Regula,01-7-35-01-05-0-1,5,11,Appropriations Committee,Defense Subcommittee,"Budget for FY00, projects, Cleveland Clinic Foundation, 1999."
Regula,01-7-35-01-05-0-1,5,12,Appropriations Committee,Defense Subcommittee,"Budget for FY00, projects, Landing Gear Development Facility at Wright-Patterson Air Force Base, 1999."
Regula,01-7-35-01-05-0-1,5,13,Appropriations Committee,Defense Subcommittee,"Budget for FY00, projects, Monterey Institute Center for Non-proliferation Studies, 1999."
Regula,01-7-35-01-05-0-1,5,14,Appropriations Committee,Defense Subcommittee,"Budget for FY00, projects, Rolls-Royce North American, Inc., 1999."
Regula,01-7-35-01-05-0-1,5,15,Appropriations Committee,Defense Subcommittee,"Budget for FY00, projects, Timken Company, microelectrical mechanical systems, 1999."
Regula,01-7-35-01-05-0-1,5,16,Appropriations Committee,Defense Subcommittee,"Budget for FY01, committee report, 2000."
Regula,01-7-35-01-05-0-1,5,17,Appropriations Committee,Defense Subcommittee,"Budget for FY01, committee report on military construction, 2000."
Regula,01-7-35-01-05-0-1,5,18,Appropriations Committee,Defense Subcommittee,"Budget for FY01, conference report, 2000."
Regula,01-7-35-01-05-0-1,5,19,Appropriations Committee,Defense Subcommittee,"Budget for FY01, issues, Domestic Source Restrictions on Ball Bearings, 2000."
Regula,01-7-35-01-05-0-1,5,20,Appropriations Committee,Defense Subcommittee,"Budget for FY01, issues, F-22 Raptor Funding, 2000."
Regula,01-7-35-01-05-0-1,5,21,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, requests by RR, 2000."
Regula,01-7-35-01-05-0-1,5,22,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, Cleveland Clinic Foundation, 2000."
Regula,01-7-35-01-05-0-1,5,23,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, Microelectrical Mechanical Systems, 2000."
Regula,01-7-35-01-05-0-1,5,24,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, Monterey Institute Center for Non-proliferation Studies, 2000."
Regula,01-7-35-01-05-0-1,5,25,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, Rolls-Royce North America, Inc., 2000."
Regula,01-7-35-01-05-0-1,5,26,Appropriations Committee,Defense Subcommittee,"Budget for FY01, projects, Thermo-electric Power Generation, 2000."
Regula,01-7-35-01-05-0-1,5,27,Appropriations Committee,Defense Subcommittee,"Budget for FY02, conference report, 2001."
Regula,01-7-35-01-05-0-1,5,28,Appropriations Committee,Defense Subcommittee,"Budget for FY02, issues, National Imagery and Mapping Agency, contracting at the, 2001."
Regula,01-7-35-01-05-0-1,5,29,Appropriations Committee,Defense Subcommittee,"Budget for FY02, issues, Troops to Teachers, 2001."
Regula,01-7-35-01-05-0-1,5,30,Appropriations Committee,Defense Subcommittee,"Budget for FY02, issues, UH-60 Blackhawk Helicopter Funding, 2001."
Regula,01-7-35-01-05-0-1,5,31,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, requests by RR, 2001."
Regula,01-7-35-01-05-0-1,5,32,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, BAE Systems XM777 Lightweight 155mm Howitzer, 2001."
Regula,01-7-35-01-05-0-1,5,33,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, Cleveland Clinic Foundation, 2001."
Regula,01-7-35-01-05-0-1,5,34,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, LSP Technologies, 2001."
Regula,01-7-35-01-05-0-1,5,35,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, Microelectrical Mechanical Systems, 2001."
Regula,01-7-35-01-05-0-1,5,36,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, Seaman Corporation, 2001."
Regula,01-7-35-01-05-0-1,5,37,Appropriations Committee,Defense Subcommittee,"Budget for FY02, projects, U.S. Naval Sea Cadet Corps, 2001."
Regula,01-7-35-01-05-0-1,5,38,Appropriations Committee,Defense Subcommittee,"Budget for FY03, bill, 2002."
Regula,01-7-35-01-05-0-1,5,39,Appropriations Committee,Defense Subcommittee,"Budget for FY03, committee report on military construction, 2002."
Regula,01-7-35-01-05-0-1,5,40,Appropriations Committee,Defense Subcommittee,"Budget for FY03, issues, Army Reserve Center, proposed for Boston Heights, Ohio, 2002."
Regula,01-7-35-01-05-0-1,5,41,Appropriations Committee,Defense Subcommittee,"Budget for FY03, issues, Domestic Source Restriction on Titanium, 2002."
Regula,01-7-35-01-05-0-1,5,42,Appropriations Committee,Defense Subcommittee,"Budget for FY03, issues, Virginia Class Submarine Funding, 2002."
Regula,01-7-35-01-05-0-1,5,43,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, requests by RR, 2002."
Regula,01-7-35-01-05-0-1,5,44,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, BAE Systems XM777 Lightweight 155mm Howitzer, 2002."
Regula,01-7-35-01-05-0-1,5,45,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, Cleveland Clinic Foundation, 2002."
Regula,01-7-35-01-05-0-1,5,46,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, Kent State University, Liquid Crystal Institute, 2002."
Regula,01-7-35-01-05-0-1,5,47,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, Timken Company, 2002."
Regula,01-7-35-01-05-0-1,5,48,Appropriations Committee,Defense Subcommittee,"Budget for FY03, projects, U.S. Naval Sea Cadet Corps, 2002."
Regula,01-7-35-01-05-0-1,5,49,Appropriations Committee,Defense Subcommittee,"Budget for FY04, bill, 2003."
Regula,01-7-35-01-05-0-1,5,50,Appropriations Committee,Defense Subcommittee,"Budget for FY04, committee report, 2003."
Regula,01-7-35-01-05-0-1,5,51,Appropriations Committee,Defense Subcommittee,"Budget for FY04, committee report on military construction, 2003."
Regula,01-7-35-01-06-0-1,6,1,Appropriations Committee,Defense Subcommittee,"Budget for FY04, conference report, 2003."
Regula,01-7-35-01-06-0-1,6,2,Appropriations Committee,Defense Subcommittee,"Budget for FY04, issues, Domestic Source Restriction on Titanium, 2003."
Regula,01-7-35-01-06-0-1,6,3,Appropriations Committee,Defense Subcommittee,"Budget for FY04, issues, Injured Soldiers Food Reimbursement, 2003."
Regula,01-7-35-01-06-0-1,6,4,Appropriations Committee,Defense Subcommittee,"Budget for FY04, issues, Military Transportation on Non-U.S. Carriers, 2003."
Regula,01-7-35-01-06-0-1,6,5,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, requests by RR, 2003."
Regula,01-7-35-01-06-0-1,6,6,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, BAE Systems XM777 Lightweight 155mm Howitzer, 2003."
Regula,01-7-35-01-06-0-1,6,7,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, Cleveland Clinic Foundation, 2003."
Regula,01-7-35-01-06-0-1,6,8,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, Electric Actuator Technology, 2003."
Regula,01-7-35-01-06-0-1,6,9,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, Explosives Tagging, 2003."
Regula,01-7-35-01-06-0-1,6,10,Appropriations Committee,Defense Subcommittee,"Budget for FY04, projects, Military Tires, 2003."
Regula,01-7-35-01-06-0-1,6,11,Appropriations Committee,Defense Subcommittee,"Budget for FY05, amendments, 2004."
Regula,01-7-35-01-06-0-1,6,12,Appropriations Committee,Defense Subcommittee,"Budget for FY05, bill, 2004."
Regula,01-7-35-01-06-0-1,6,13,Appropriations Committee,Defense Subcommittee,"Budget for FY05, committee report, 2004."
Regula,01-7-35-01-06-0-1,6,14,Appropriations Committee,Defense Subcommittee,"Budget for FY05, issues, Buy American Provisions, 2004."
Regula,01-7-35-01-06-0-1,6,15,Appropriations Committee,Defense Subcommittee,"Budget for FY05, issues, Wooster Army Reserve Center, 2004."
Regula,01-7-35-01-06-0-1,6,16,Appropriations Committee,Defense Subcommittee,"Budget for FY05, issues, Workers' Compensation Insurance Program, 2004."
Regula,01-7-35-01-06-0-1,6,17,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, requests by RR, 2004."
Regula,01-7-35-01-06-0-1,6,18,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, requests by Ohio delegation members, 2004."
Regula,01-7-35-01-06-0-1,6,19,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, BAE Systems M777 Lightweight 155mm Howitzer, 2004."
Regula,01-7-35-01-06-0-1,6,20,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Cleveland Clinic Foundation, 2004."
Regula,01-7-35-01-06-0-1,6,21,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Electric Actuator Technology, 2004."
Regula,01-7-35-01-06-0-1,6,22,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Heavy Tactical Vehicles, 2004."
Regula,01-7-35-01-06-0-1,6,23,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Helmet Queuing System Technology, 2004."
Regula,01-7-35-01-06-0-1,6,24,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Life Rafts, 2004."
Regula,01-7-35-01-06-0-1,6,25,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Lima Tank Plant Welding Technology, 2004."
Regula,01-7-35-01-06-0-1,6,26,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Port Security Barriers, 2004."
Regula,01-7-35-01-06-0-1,6,27,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Portable Oxygen Generators, 2004."
Regula,01-7-35-01-06-0-1,6,28,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Small Businesses as Product Support Integrators, 2004."
Regula,01-7-35-01-06-0-1,6,29,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Smart Visor Technology, 2004."
Regula,01-7-35-01-06-0-1,6,30,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Thermal Acceleration Gaseous Technology, 2004."
Regula,01-7-35-01-06-0-1,6,31,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Timken Company, 2004."
Regula,01-7-35-01-06-0-1,6,32,Appropriations Committee,Defense Subcommittee,"Budget for FY05, projects, Weapons and Munitions Technology Research, 2004."
Regula,01-7-35-01-06-0-1,6,33,Appropriations Committee,Defense Subcommittee,"Budget for FY05, Emergency Supplemental, March 2005."
Regula,01-7-35-01-06-0-1,6,34,Appropriations Committee,Defense Subcommittee,"Budget for FY06, bill, 2005."
Regula,01-7-35-01-06-0-1,6,35,Appropriations Committee,Defense Subcommittee,"Budget for FY06, committee report, 2005."
Regula,01-7-35-01-06-0-1,6,36,Appropriations Committee,Defense Subcommittee,"Budget for FY06, Defense Authorization Bill, 2005."
Regula,01-7-35-01-06-0-1,6,37,Appropriations Committee,Defense Subcommittee,"Budget for FY06, issues, Buy American Provision on Ball Bearings, 2005."
Regula,01-7-35-01-06-0-1,6,38,Appropriations Committee,Defense Subcommittee,"Budget for FY06, issues, Ohio Air National Guard reduction, 2005."
Regula,01-7-35-01-06-0-1,6,39,Appropriations Committee,Defense Subcommittee,"Budget for FY06, issues, Titanium Prices, 2005."
Regula,01-7-35-01-06-0-1,6,40,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, requests by RR, 2005."
Regula,01-7-35-01-06-0-1,6,41,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, requests by Ohio delegation members, 2005."
Regula,01-7-35-01-06-0-1,6,42,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Advanced Subminiature Telemetry System, 2005."
Regula,01-7-35-01-06-0-1,6,43,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Army National Guard helicopter procurement, 2005."
Regula,01-7-35-01-06-0-1,6,44,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, BAE Systems M777 Lightweight 155mm Howitzer, 2005."
Regula,01-7-35-01-06-0-1,6,45,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Battery Technology, 2005."
Regula,01-7-35-01-06-0-1,6,46,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Cleveland Clinic Foundation, 2005."
Regula,01-7-35-01-06-0-1,6,47,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Diebold Armories, 2005."
Regula,01-7-35-01-06-0-1,6,48,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Electric Actuator Technology, 2005."
Regula,01-7-35-01-06-0-1,6,49,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Gateway System, 2005."
Regula,01-7-35-01-06-0-1,6,50,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Helmet Queuing System, 2005."
Regula,01-7-35-01-06-0-1,6,51,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Hummingbird Correspondence Management System, 2005."
Regula,01-7-35-01-06-0-1,6,52,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Jet Fuel Product Development Unit, 2005."
Regula,01-7-35-01-06-0-1,6,53,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Life Rafts, 2005."
Regula,01-7-35-01-06-0-1,6,54,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Lima Tank Plant, 2005."
Regula,01-7-35-01-06-0-1,6,55,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Military Fire Trucks, 2005."
Regula,01-7-35-01-06-0-1,6,56,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Portable Oxygen Generators, 2005."
Regula,01-7-35-01-06-0-1,6,57,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Procurement Technical Assistance Program, 2005."
Regula,01-7-35-01-06-0-1,6,58,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Smart Machine Platform Initiative, 2005."
Regula,01-7-35-01-06-0-1,6,59,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Solid Oxide Fuel Cell Power Systems, 2005."
Regula,01-7-35-01-06-0-1,6,60,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, STERIS Corporation, 2005."
Regula,01-7-35-01-06-0-1,6,61,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Tents, 2005."
Regula,01-7-35-01-06-0-1,6,62,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Titanium Production Technology, 2005."
Regula,01-7-35-01-06-0-1,6,63,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Total Ship Test Production Program, 2005."
Regula,01-7-35-01-06-0-1,6,64,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, U.S. Technology Corporation, 2005."
Regula,01-7-35-01-06-0-1,6,65,Appropriations Committee,Defense Subcommittee,"Budget for FY06, projects, Weapons and Munitions Technology (RAMMS), 2005."
Regula,01-7-35-01-06-0-1,6,66,Appropriations Committee,Defense Subcommittee,"Budget for FY06, Emergency Supplemental, March 2006."
Regula,01-7-35-01-07-0-1,7,1,Appropriations Committee,Defense Subcommittee,"Budget for FY07, bill, 2006."
Regula,01-7-35-01-07-0-1,7,2,Appropriations Committee,Defense Subcommittee,"Budget for FY07, committee report, 2006."
Regula,01-7-35-01-07-0-1,7,3,Appropriations Committee,Defense Subcommittee,"Budget for FY07, correspondence, 2006."
Regula,01-7-35-01-07-0-1,7,4,Appropriations Committee,Defense Subcommittee,"Budget for FY07, issues, Military Commissions, 2006."
Regula,01-7-35-01-07-0-1,7,5,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, requests by RR, 2006."
Regula,01-7-35-01-07-0-1,7,6,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Anti-icing Technology, 2006."
Regula,01-7-35-01-07-0-1,7,7,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, BAE Systems M777 Lightweight 155mm Howitzer, 2006."
Regula,01-7-35-01-07-0-1,7,8,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, BIOMEC, 2006."
Regula,01-7-35-01-07-0-1,7,9,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Defense Materials Technology Center, University of Akron, 2006."
Regula,01-7-35-01-07-0-1,7,10,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Electrical Actuation Systems, 2006."
Regula,01-7-35-01-07-0-1,7,11,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Gateway System, 2006."
Regula,01-7-35-01-07-0-1,7,12,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Goodrich Corporation, aircraft combustion control systems, 2006."
Regula,01-7-35-01-07-0-1,7,13,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Institution for Exploration, 2006."
Regula,01-7-35-01-07-0-1,7,14,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Life Rafts, 2006."
Regula,01-7-35-01-07-0-1,7,15,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Lima Tank Plant, 2006."
Regula,01-7-35-01-07-0-1,7,16,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Ohio Aerospace Institute, 2006."
Regula,01-7-35-01-07-0-1,7,17,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Precision Component Industries, 2006."
Regula,01-7-35-01-07-0-1,7,18,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Robotic Surgical Systems, Akron General Hospital, 2006."
Regula,01-7-35-01-07-0-1,7,19,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, RTI Alloys Company, 2006."
Regula,01-7-35-01-07-0-1,7,20,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Seaman Corporation, 2006."
Regula,01-7-35-01-07-0-1,7,21,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Smart Machine Platform Initiative, 2006."
Regula,01-7-35-01-07-0-1,7,22,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Timken Company, 2006."
Regula,01-7-35-01-07-0-1,7,23,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, U.S. Technology Corporation, 2006."
Regula,01-7-35-01-07-0-1,7,24,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Virginia Class Submarine, 2006."
Regula,01-7-35-01-07-0-1,7,25,Appropriations Committee,Defense Subcommittee,"Budget for FY07, projects, Weapons and Munitions Technology (RAMMS), 2006."
Regula,01-7-35-01-07-0-1,7,26,Appropriations Committee,Defense Subcommittee,"Budget for FY08, amendment by RR on procurement of military tires, 2007."
Regula,01-7-35-01-07-0-1,7,27,Appropriations Committee,Defense Subcommittee,"Budget for FY08, bill, 2007."
Regula,01-7-35-01-07-0-1,7,28,Appropriations Committee,Defense Subcommittee,"Budget for FY08, conference, 2007."
Regula,01-7-35-01-07-0-1,7,29,Appropriations Committee,Defense Subcommittee,"Budget for FY08, correspondence, 2007."
Regula,01-7-35-01-07-0-1,7,30,Appropriations Committee,Defense Subcommittee,"Budget for FY08, projects, requests by RR, 2007."
Regula,01-7-35-01-07-0-1,7,31,Appropriations Committee,Defense Subcommittee,"Budget for FY08, projects, general file, 2007."
Regula,01-7-35-01-07-0-1,7,32,Appropriations Committee,Defense Subcommittee,"Budget for FY09, bill, 2008."
Regula,01-7-35-01-07-0-1,7,33,Appropriations Committee,Defense Subcommittee,"Budget for FY09, committee report, 2008."
Regula,01-7-35-01-07-0-1,7,34,Appropriations Committee,Defense Subcommittee,"Budget for FY09, issues, brake components testing, 2008."
Regula,01-7-35-01-07-0-1,7,35,Appropriations Committee,Defense Subcommittee,"Budget for FY09, issues, Tire Privatization Initiative Program, 2008."
Regula,01-7-35-01-07-0-1,7,36,Appropriations Committee,Defense Subcommittee,"Budget for FY09, military construction, bill, report, and projects, 2008."
Regula,01-7-35-01-07-0-1,7,37,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, requests by RR, 2008."
Regula,01-7-35-01-07-0-1,7,38,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Advanced Materials and Processes for Armament Structures, 2008."
Regula,01-7-35-01-07-0-1,7,39,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Center for Liquid Crystal Applications, Kent State University, 2008."
Regula,01-7-35-01-07-0-1,7,40,Appropriations Committee,Defense Subcommittee,"Budget for FY09, projects, Chinook Helicopter Gearbox Upgrade, 2008."
